Unit #,Type,Location,Zip / County,Description,Size,Face,Lat.,Long.,18+ Imp
NY980W,Wallscape,Atlantic Ave @ Grand Ave,11238 /,"This massive corner spectacular-one of the largest in Brooklyn-is in the heart of For Greene. Located on bustling Atlantic Ave, this wallscape sits 4 block away from the Barclay's Center, Brooklyn's premier sports and entertainment venue.",360 x 840,North East,40.68,-73.962,336538
B235a,Bulletin,Van Brunt St. @ Delevan St.,11231 / Kings,"One of the last authentic neighborhoods in the city, there are tons of things to do in Brooklyn, NY's Red Hook neighborhood. Start your day off by wandering through Red Hook’s cobblestone streets and checking out its legendary art scene. Lobster Pound, and several authentic BBQ and Sea Food eateries are nearby. Formula-E Race takes place here every year. Brooklyn Cruise Terminal walking distance, as well as the NYC Red Hook Ferry Terminal. Waterfront bike riders, artists, and affluent eccentric residences.",96 x 432,North,40.68,-74.009,45328
B235b,Wild Posting,Van Brunt St. @ Delevan St.,11231 / Kings,Van Brunt St. @ Delevan St.,108 x 300,West,40.68,-74.009,39114
B270,Wallscape,Van Brunt Street @ Verona St.,11231 / Kings County,"This high profile wallscape is located on Van Brunt, targeting vehicular, bikers and pedestrians alike. Limited OOH in this emerging and affluent area that is home to countless celebrities and wealthy families.",144 x 144,North,40.68,-74.01,33666
B562a,Wallscape,Grand Ave @ Dean St.,11238 / Kings County,,216 x 324,East,40.679,-73.962,30132
B2,Wallscape,Commerce Street @ Columbia Street,11231 / Kings County,"The prime Red Hook coverage is located in a popular area with limited OOH media opportunities. It sits directly across from the world famous Defonte's Sandwich Shop and close to the Brooklyn Cruise Terminal & Tesla Dealership. Also surrounded by multimillion- dollar apartments, popular restaurants, hotels and bars, and two blocks from Carey Tunnel.",180 x 180,South,40.679,-74.006,34024
B870,Wild Posting,Dean St. @ Grand Ave,11238 / Kings County,,84 x 348,North,40.678,-73.961,1622205
B291,Wallscape,3rd Ave. @ Carroll Street,11215 / Kings County,"The ultimate trendy Brooklyn coverage targeting vehicular, pedestrians, and bikers traveling down 3rd Avenue. This wallscape is positioned across the street from two popping restaurants: Givers and Takers and Claro BK (Michelin Star).",240 x 144,North,40.677,-73.986,66888
NY1213W,Wallscape,3rd Street E/O Bond,11231 /,"This super visible wallscape is located in the super trendy and happening neighborhood of Park Slope and Gowanus at the gateway to Carroll Gardens. It is situated directly across the street from the new Whole Foods, which is a major draw to the area.",168 x 480,South East,40.677,-73.992,54411
B20,Wallscape,Coffey Street @ Dwight Street,11231 / Kings County,"This prime Red Hook coverage is located in a popular area with limited OOH media opportunities. This waterfront destination is filled with local bars and restaurants, including Brooklyn Crab, Hometown BBQ, The Good Fork, Fort Defiance, and Rocky Sullivan's.",120 x 336,West,40.674,-74.011,23123
B503a,Bulletin,Smith St. @ 9th St.,11231 / Kings County,,240 x 240,East,40.674,-73.997,200814
B500a,Wallscape,3rd Avenue @ 11th St,11215 / Kings County,"This high impact OOH unit is located in the super-hip Gowanus neighborhood. Popular bike-lane and heavy pedestrian traffic, trendy restaurants & shopping around. One mile from Barclays Center and within close proximity to Lowe's, Home Depot and Whole Foods.",168 x 192,South,40.67,-73.992,70787
B500b,Wallscape,3rd Avenue @ 11th St,11215 / Kings County,"This high impact OOH unit is located in the super-hip Gowanus neighborhood. Popular bike-lane and heavy pedestrian traffic, trendy restaurants & shopping around. One mile from Barclays Center and within close proximity to Lowe's, Home Depot and Whole Foods.",240 x 120,North,40.67,-73.992,60167
B500c,Wallscape,3rd Avenue @ 11th St,11215 / Kings County,"This high impact OOH unit is located in the super-hip Gowanus neighborhood. Popular bike-lane and heavy pedestrian traffic, trendy restaurants & shopping around. One mile from Barclays Center and within close proximity to Lowe's, Home Depot and Whole Foods.",84 x 240,North,40.67,-73.992,52297
B518a,Wallscape,3rd Avenue @ 12th St.,11215 / Kings,"This prime Gowanus / Park Slope coverage is surrounded by hip restaurants, coffee shops and retail. It is within close
proximity to high profile locations including the 25th street subway station and the Brooklyn-Queens Expressway;
across the street from CrossFit 718, The Yard Co-work Space, Crop to Cup Coffee Co., and Lowlands Bar. Park
Slope is the most popular neighborhood for affluent and young NYC families with lots of tech start-ups abound.
Noise smoke shop directly across the street.",264 x 84,South,40.67,-73.993,60783
b518b,Wallscape,3rd Avenue @ 12th St,11215 / Kings County,"This prime Gowanus / Park Slope coverage is surrounded
by hip restaurants, coffee shops and retail. It is within close
proximity to high profile locations including the 25thstreet
subway station and the Brooklyn-Queens Expressway;
across the street fromCrossFit 718, The Yard Cowork
Space, Crop to Cup Coffee Co., and Lowlands Bar.
ParkSlope is the most popular neighborhood for affluent
and young NYC families with lotsof tech start-ups abound.
Noise smoke shop directly across the street.",60 x 180,South,40.67,-73.993,74481
B520,Wallscape,3rd Avenue @ 12th St,11215 / Kings,,192 x 132,North,40.67,-73.993,43487
B536,Wallscape,3rd Avenue @ 13th St,11215 / Kings County,"This prime Gowanus / Park Slope coverage is surrounded by hip restaurants, coffee shops and retail. It is within close proximity to high profile locations including the 25th street subway station and the Brooklyn-Queens Expressway; across the street from CrossFit 718, The Yard Cowork Space and Lowlands Bar.",312 x 132,South,40.669,-73.993,70362
B539,Wallscape,3rd Street B/W 13th Street $ 14th Street,11215 / Kings County,"This prime Brooklyn wallscape is located in the trendy neighborhood of Gowanus. Targeting vehicular, pedestrians and bikers alike, traveling on 3rd Avenue.",156 x 108,North,40.669,-73.993,58659
954,Bulletin,"1167 East Jersey Street, E/ of Broad Street",07201 / Union County,"Unit 954 is a rooftop static illuminated billboard in the center of Elizabeth, NJ which sees both pedestrian and commuter traffic. Located at a busy intersection with traffic lights.",144 x 300,West,40.668,-74.214,0
B513,Wallscape,5th Avenue @ 13th St.,11215 / Kings County,,192 x 132,South,40.667,-73.988,0
954,Bulletin,1167 E. Jersey St 80 E/O Broad St,07201 / Union County,"This high profile  roof structure is strategically placed in the main commercial district of busy midtown Elizabeth, NJ,  With a population of 124,969, the City of Elizabeth is NJ fourth largest city . As the Union County Seat, Elizabeth contains  most major governmental offices and courts serving the county. Elizabeth is one of  most ethnically diverse cities leading the way as a hub for Transportation, Shipping, Industrial and Retail opportunities.",144 x 300,West,40.665,-74.214,0
B599,Wild Posting,4th Ave. @ 17th Street,11215 / Kings County,"Strorefront windows in Gowanus, Brooklyn, situated between the Gowanus Expressway and the Prospect Expressway. Nearby restaurants and cafes include Bread & Joe, Aroma a Mexico and Lowlands Bar.",0 x 0,North,40.665,-73.993,409324
B670,Wallscape,20th Ave @ 4th Ave,11232 / Kings,,300 x 120,South,40.664,-73.995,360000
213C,Bulletin,"Rt. 1 & 9, S/O E. Jersey St (Rt 612)",07201 / Union,"This location is viewed by traffic headed north on Route 1 in Elizabeth, traveling to Newark, Newark Inter- national Airport, and Bayonne as well as connecting roads, I-95, Rt. 440 and Rt. 278.",144 x 480,South,40.663,-74.206,330082
B740,Wallscape,4th Ave @ 24th Street,11232 / Kings County,"This wallscape is located in the heart or Park Slope, a popular location among the young and affluent NYC families. It is within close proximity to high profile locations including the 25th street subway station, supermarkets, coffee shops, restaurants, the Brooklyn-Queens Expressway and multimillionaire dollar apartments.",336 x 156,South,40.662,-73.998,171192
B788a,Wallscape,Gowanus Expy N/O I 278 @ 27th,11232 / Kings County,,144 x 396,South East,40.661,-74.001,415548
B788b,Wallscape,Gowanus Expy N/O I 278 @ 27th St.,11232 / Kings County,,144 x 312,North West,40.661,-74.001,530858
NY 427W,Wallscape,Fourth Ave @ 26th Street,11232 /,"Shows to traffic heading north on Fourth Ave, heading from Bay Ridge and Sunset Park toward Park Slope and the Prospect Expressway.",150 x 576,South West,40.66,-73.999,170863
B779,Wallscape,4th Ave @ 26th Street,11232 / Kings County,"Located in Sunset Park a diverse, emerging, gentrifying Brooklyn neighborhood, this wallscape is four blocks from the popular Industry City food hall and Costco. This site also reaches south-bound vehicular traffic and heavy pedestrian traffic.",216 x 120,North,40.659,-73.999,127173
NY835W,Wallscape,Utica Ave N/O Clarkson,11203 /,This highly visible wallscape to heavy traffic traveling on Utica Ave is in the Crown Heights section of Brooklyn. This location also boarders East Flatbush and Brownsville. Crown Heights has a large AA population and is an emerging hip and trendy area.,300 x 198,North,40.657,-73.931,131453
B783a,Wallscape,Utica Ave @ Lenox Rd,11203 / Kings,"Located on Utica Ave which is bustling with motorists and pedestrians due to the numerous chain restaurants and retail shops. In the vicinity there is a Rite Aid, Little Caesars Pizza, KFC, Subway, Dunkin Donuts and Wendy's. The B46 bus passes this unit as it makes it's way along Utica Ave. Also close by is Kingsbrook Jewish Medical Center.",312 x 96,South,40.656,-73.93,155561
B783b,Wallscape,Utica Ave @ Lenox Rd,11203 / Kings,"Located on Utica Ave which is bustling with motorists and pedestrians due to the numerous chain restaurants and retail shops. In the vicinity there is a Rite Aid, Little Caesars Pizza, KFC, Subway, Dunkin Donuts and Wendy's. The B46 bus passes this unit as it makes it's way along Utica Ave. Also close by is Kingsbrook Jewish Medical Center.",300 x 240,North,40.656,-73.93,90309
B980,Wallscape,4th Ave @ 38th Street,11232 / Kings County,This oversized wallscape boasts a long direct read on one of Brooklyn's most highly travelled thoroughfares. It is located one block from D-R subway lines at 36th street and one block from Industry City Food Hall & Innovation Lab.,240 x 528,North,40.654,-74.006,265067
B3901b,Wild Posting,39th St @ 4th Avenue,11232 / Kings,"The ultimate Wallscape located in the hub of Sunset Park, Brooklyn. • 39th Street is the main thoroughfare connecting Brooklyn traffic, from the BQE to Fort Hamilton Pkwy & Ocean Pkwy. • Within close proximity to restaurants, supermarkets, money transfer, coffee shops, jewelers and more. • 1/2 mile from Industry City! This unit also is at a major intersection viewable from 39th St. East and West traffic, and 4th Avenue traffic headed South. Long LHR on 4th Ave.",84 x 204,North,40.652,-74.006,154812
B3901a,Wallscape,4th Avenue @ 39th St.,11232 / Kings,"The ultimate Wallscape located in the hub of Sunset Park, Brooklyn. • 39th Street is the main thoroughfare connecting Brooklyn traffic, from the BQE to Fort Hamilton Pkwy & Ocean Pkwy. • Within close proximity to restaurants, supermarkets, money transfer, coffee shops, jewelers and more. • 1/2 mile from Industry City! This unit also is at a major intersection viewable from 39th St. East and West traffic, and 4th Avenue traffic headed South. Long LHR on 4th Ave. Brooklyn Nets practice facility a few blocks away",168 x 168,North,40.652,-74.006,164836
B438,Wallscape,39th Street B/W 4th Ave & 4th Ave,11232 / Kings County,"This dedicated wallscape is located in the trendy Sunset Park neighborhood in Brooklyn, targeting vehicular, pedestrians and bike traffic on 4th Avenue. It is within close proximity to popular and well-known take-out restaurants and QSRs, such as, Dominos Pizza, Burger King and Enjoy My Bagels.",96 x 228,East,40.652,-74.005,96648
B888a,Wild Posting,39st @ 5th Ave   Sunset Park/Park Slope,11232 / Kings,"Sunset Park's population is composed of Puerto Ricans, Mexicans and other Hispanics, in addition to Chinese, Indians and Norwegians. The core of the Hispanic population is west of 5th Avenue.The ethnic diversity of the neighborhood is celebrated annually with the Sunset Park Parade of Flags down 5th Avenue. Tons of eateries, and bars, and 5th Avenue is the main shopping thorofare.",84 x 300,South,40.651,-74.004,176239
B480,Wallscape,480 39th Street @ 5th Ave,11232 / Kings County,"The ultimate wallscape located in the hub of Sunset Park, Brooklyn. 39th Street is the main thoroughfare connecting Brooklyn traffic, from the BQE to Fort Hamilton Pkwy & Ocean Pkwy.",120 x 264,North,40.651,-74.004,62135
B480b,Wallscape,39th Street @ 5th Ave,11232 / Kings County,"This wallscape is situated in a prime Brooklyn location, in the trendy and popular Sunset Park. Targeting vehicular, pedestrians and bikers alike, traveling to and from Sunset Park.",84 x 336,North,40.651,-74.004,222268
B5123,Wallscape,2nd Ave @ 51st St.,11232 / Kings,"located near NYU hospital, and 58th st is nearby serving as the main corridor to the Brooklyn Army Terminal which is a HUB of small businesses, and houses a large amount of employees commutting in and out of the area. Also situated blocks away is the Sunset Park Ferry Terminal shuttling people to and from Rockaway Beach , and Downtown Manhattan. ** Please note, if client requires a hard takedown date an additional cost of $1,500 will apply **",300 x 132,South,40.648,-74.018,88204
B5706a,Wallscape,57th St. @ 1st Ave,11220 / Kings,"This premier square unit is located in the Sunset Park area,
home to Industry City - a vibrant venue in industrial
buildings offering hip eateries, shops and art galleries. The
Gowanus Expressway is just one block away. Located at
the entrance of the Sunset Park Ferry Terminal. Direct hit to
all Rockaway and Coney Island Beach goers during the
summer. NYU Hospital and BAT (Brooklyn Army Terminal)
located across the St and unit plays to all the nurses at the
hospital who park their cars on the pier.",300 x 240,North East,40.647,-74.024,34832
B5706b,Wallscape,57th St. @ 1st Ave,11220 / Kings,57th St. @ 1st Ave,300 x 264,,40.647,-74.024,12967
B102a,Wallscape,57th St. @ 1st Ave,11220 / Kings County,"This unit is nestled right at the entrance the the Brooklyn
Army Terminal in Sunset Park Brooklyn. Also located by the entrance to
the Sunset Park Ferry landing taking summer beach goers
to Rockaway Beach. Great buy for beer, liquor, summer
season clothing and accessories, and anything summer
vibes! The Sunset Park Ferry serves various areas of
Brooklyn as well as Downtown Manhattan (FIDI).",168 x 576,North East,40.646,-74.023,34100
B5724,Wallscape,58st @ 2nd Ave   Sunset Park/Park Slope,11220 / Kings,58st @ 2nd Ave   Sunset Park/Park Slope,240 x 108,South,40.645,-74.022,69802
NY3824W,Wallscape,39th Street N/O Fort Hamilton Pkwy,11219 / Kings,Highly visible wallscape reads to traffic traveling on Fort Hamilton Pkwy toward Prospect Park and the Prospect Espressway. Many eateries and retail shops line the streets surrounding this wall.,240 x 288,South West,40.643,-73.991,228845
1001,Bulletin,"Route 22 East, East of I-78",08833 / Hunterdon,"Commuter traffic heading towards New York from Pennsylvania often uses
Route 22 as a less congested alternative that runs parallel to I-78. This is one of
the few large format bulletins along Route 22. Situated in the heart of
Hunterdon County, one of the wealthiest areas of New Jersey, this bulletin is
just one mile from the world headquarters of pharmaceutical giant Merck.",156 x 528,West,40.643,-74.802,84691
B866a,Bulletin,Coney Island Ave,11218 / Kings County,"Commuters traveling along Coney Island Avenue view this unit as well as those taking the B68 bus. Coney Island Avenue is bustling due to many retail shops, eateries and close proximity to Ocean Avenue.",120 x 264,North,40.636,-73.968,756901
B6502,Wallscape,65th St. And 7th Avenue,11220 / Kings,"This unit is located on one of the busiest 4 way intersections in Brooklyn prior to entering and exiting the BQE. Dealership row located right on 65th St with showrooms for Audi, Toyota, Nissan, and Lexus. Dunkin Doughnuts off to the right, and right across the street are Davita, Advantage Care Physicians, and Medical offices. Anyone driving toward Manhattan, or toward Staten Island and NJ, from South Brooklyn must pass this intersection. The Dustbowl is also a block away with all of the amateur sports leagues h...",144 x 138,East,40.634,-74.015,144766
B6001a,Wallscape,60th St. @ Fort Hamilton Parkway,11219 / Kings,"Nestled on Brooklyn’s southwest coast, Bay Ridge offers some of the borough’s most beautiful scenery, with views of the Verrazano Narrows Bridge, the bay and harbor, and Staten Island beyond. Fort Hamilton is a residential neighborhood within Bay Ridge. It’s also a post of the Army National Guard and the United States Army Reserve, and these provide military support for New York City. Fort Hamilton is a major commuter route and bustling with cars and pedestrians every day.6001a",216 x 132,North West,40.633,-74.005,96323
B6001b,Wild Posting,60th St. @ Fort Hamilton Parkway,11219 / Kings,"Nestled on Brooklyn’s southwest coast, Bay Ridge offers some of the borough’s most beautiful scenery, with views of the Verrazano Narrows Bridge, the bay and harbor, and Staten Island beyond. Fort Hamilton is a residential neighborhood within Bay Ridge. It’s also a post of the Army National Guard and the United States Army Reserve, and these provide military support for New York City. Fort Hamilton is a major commuter route and bustling with cars and pedestrians every day.",156 x 180,North East,40.633,-74.005,164868
B6314,Wallscape,63rd St. @ Fort Hamilton Parkway,11219 / Kings,"Nestled on Brooklyn’s southwest coast, Bay Ridge offers some of the borough’s most beautiful scenery, with views of the Verrazano Narrows Bridge, the bay and harbor, and Staten Island beyond. Fort Hamilton is a residential neighborhood within Bay Ridge. It’s also a post of the Army National Guard and the United States Army Reserve, and these provide military support for New York City. Fort Hamilton is a major commuter route and bustling with cars and pedestrians every day.",168 x 504,South,40.632,-74.008,144400
B6324B,Wallscape,Fort Hamilton Ave @ 64th St.,11219 / Kings,"Nestled on Brooklyn’s southwest coast, Bay Ridge offers some of the borough’s most beautiful scenery, with views of the Verrazano Narrows Bridge, the bay and harbor, and Staten Island beyond. Fort Hamilton is a residential neighborhood within Bay Ridge. It’s also a post of the Army National Guard and the United States Army Reserve, and these provide military support for New York City. Fort Hamilton is a major commuter route and bustling with cars and pedestrians every day.",144 x 408,North,40.631,-74.008,114058
B6324A,Wallscape,Fort Hamilton Ave @ 64th St.,11219 / Kings,"Nestled on Brooklyn’s southwest coast, Bay Ridge offers some of the borough’s most beautiful scenery, with views of the Verrazano Narrows Bridge, the bay and harbor, and Staten Island beyond. Fort Hamilton is a residential neighborhood within Bay Ridge. It’s also a post of the Army National Guard and the United States Army Reserve, and these provide military support for New York City. Fort Hamilton is a major commuter route and bustling with cars and pedestrians every day.",240 x 180,South,40.631,-74.008,125467
949,Bulletin,"US Route 1 and 9, North of Woodlawn Ave Linden NJ",07036 / Union County,"This static unit is located on heavily trafficked Routes 1 and 9, two miles from Elizabeth NJ with heavy commuter traffic.",126 x 432,North,40.631,-74.239,0
950,Bulletin,"US Route 1 and 9, North of Woodlawn Ave Linden NJ",07036 / Union County,"This static unit is located on heavily trafficked Routes 1 and 9, two miles from Elizabeth NJ with heavy commuter traffic.",126 x 432,South,40.631,-74.239,0
NY6402W,Wallscape,Fort Hamilton Pkwy S/O 64th,11219 /,"This wallscape offers unparalleled exposure in the surrounding shopping areas. It is located on one of the busiest intersections in Brooklyn. This up and coming area is home to some of the largest Asian, Italian, and Jewish communities on the East Coast.",384 x 252,North West,40.631,-74.009,197827
B1102,Wallscape,Coney Island Ave B/W Foster Ave And Ave H,11230 / Kings,"Commuters traveling along Coney Island Ave. view this unit as well as those taking the B68 Bus. 
Coney Island Avenue is bustling due to many retail shops, eateries and close proximity to Ocean Ave.",168 x 480,South,40.631,-73.967,105119
949,Bulletin,"US Rt. 1 & 9 (401 E. Edgar Rd.) W/L 900' N/O Woodlawn Ave, FN",07036 / Union,Located on a busy 6 lane arterial heading to communities of Middlesex County and a feeder to Princeton. This illuminated unit is visible to commuters driving via the NJ Turnpike to Union county destinations.,126 x 432,North,40.631,-74.24,341429
B1221,Wallscape,60th Street @ 12th Ave,11219 / Kings County,"This wallscape is a high impact vehicular, pedestrian and bike location with a constantly congested stretch of roadway. It is within close proximity from Maimonides Hospital, Dyker Beach Golf Course, Brooklyn Queens Exp-way.",180 x 180,North,40.63,-74.0,99396
B1321,Wallscape,60th St. @ 13th Avenue,11219 / Kings,"This unit is in Parkville, a working-class residential neighborhood s/o Kensington and e/o Borough Park. The area is ethnically diverse even by NY standards. Almost 75,000 people live in Parkville and surrounding areas in a land area under 2 square miles. This unit is on 60th Street at New Utrecht Avenue, two major streets lined,mainly commercial lined with small, family-owned businesses. It is seen by north bound traffic heading towards Fort Hamilton Parkway, a major arterial in Brooklyn.B1321",240 x 144,East,40.629,-73.998,32055
B1421,Wild Posting,63rd St @ New Utrecht Avenue,11219 / Kings,"This prime wild posting is located in Brooklyn's up and coming neighborhood Borough Park. Located on a popular corner C store, this location attracts pedestrians, vehicular and bikers.",84 x 360,West,40.625,-73.998,94422
B1421b,Wallscape,63rd St @ New Utrecht Avenue,11219 / Kings,"This unit is in Kings county, a working-class residential neighborhood s/o Kensington and e/o Borough Park. The area is ethnically diverse even by NY standards. Almost 100,000 people live in Kings county and surrounding areas in a land area under 2 square miles. This unit is on 63rd Street at New Utrecht Avenue, two major streets lined, mainly commercial lined with small, family-owned businesses. This unit is seen by N and S bound traffic heading towards 86th St and 39th St major arterials in Brooklyn.",144 x 240,East,40.625,-73.997,64949
B1415,Wallscape,65th Street @ 14th Ave,11219 / Kings County,"This prime dedicated wallscape is located in Brooklyn's iconic Dyker Heights neighborhood. Visible to vehicular, pedestrical and bikers alike, directly opposite popular fast-food restaurant Burger King.",144 x 240,West,40.625,-73.999,189353
B415,Wallscape,92nd St. @ 4th Ave,11209 / Kings,"This wall is situated at a major intersection in the Bay Ridge section of Brooklyn. Nearby is the Gowanus
Expressway as well as many restaurants, bars and retail shops. Harbor Fitness is across the street and is a highly
reputable fitness chain with elite athletes and a affluent clientele. 92nd St. is a main roadway to enter the I-278,
and the Verrazano Bridge.",204 x 144,East,40.618,-74.03,108181
B1490,Wallscape,Mcdonald Ave @ Ave M,11204 / Kings County,,192 x 264,South,40.616,-73.974,0
NY2345N,Bulletin,Flatbush Ave S/O Avenue S,11234 /,"This highly visible bulletin shows to traffic traveling south on Flatbush Ave, headed from South Brooklyn to Kings Plaza Mall, Aviator Sports Complex, the Belt Pkwy, Lowes, and Home Depot. Kings Plaza is the largest mall in NYC in revenue and size.",126 x 432,North,40.613,-73.926,165826
B2424a,Wild Posting,Flatbush Ave @ Ave U,11234 / Kings County,,96 x 300,East,40.611,-73.924,0
B8156,Wallscape,84th St. @ New Utrecht,11214 / Kings,"This unit is in Bath Beach, a once a fashionable 19th Cenury seaside resort, that today is primarily a working- class community of small homes and row houses in southwestern Brooklyn. The actual beach was paved over to create the Belt Parkway, which barricades Bath Beach from Gravesend Bay. Its northern border at 86th Street, separates Bath Beach from Bensonhurst. 86th St. is the shopping district for this area of Brooklyn.8156",168 x 264,North,40.61,-74.002,90762
B1942,Wallscape,Coney Island Avenue @ Avenue P,11223 / Kings,"Commuters traveling along Coney Island Avenue view this unit as well as those taking the B68 bus. Coney Island
Avenue is bustling due to many retail shops, eateries and close proximity to Ocean Avenue. Major 4 way intersection.
Most impactful unit on Coney Island Avenue. due to positioning.",216 x 168,North,40.61,-73.963,309493
B1002,Wallscape,Quentin Rd @ East 10th,11223 / Kings,"Commuters traveling toward Coney Island Avenue view this unit B82 bus is around the corner, as well a dense Kingshighway shopping district. Coney Island Avenue is bustling due to many retail shops, eateries and close proximity to Ocean Avenue. Perlmutter Cancer Center at NYU Langone Hematology Oncology Associates— Brooklyn right next door to this unit, and NYU Langone Radiology facility is across the St.",168 x 288,East,40.608,-73.963,78348
S2001,Wild Posting,Hyland Blvd @ Jefferson Ave,10306 / Richmond,"This unit is a massive domination on Hylan Boulevard, which serves as a surface street arterial throughout Staten island with 6 lanes of traffic. Several MTA Bus routes including local and express lines make this unit an ideal way to catch both local and commuter traffic. There are also a number of car dealerships as well as other retail businesses along this roadway.",84 x 660,South East,40.581,-74.099,212295
S2076,Wallscape,Hylan Blvd   B/W Hunter Ave & Hamden Ave,10306 / Richmond,Hylan Boulevard serves as a surface street arterial throughout Staten island with 6 lanes of traffic. Several MTA Bus routes including local and express lines make this unit an ideal way to catch both local and commuter traffic. There are also a number of car dealerships as well as other retail businesses along this roadway,144 x 468,South East,40.579,-74.1,182131
ABC01,Digital Bulletin,"Surf Ave, E/O West 12th St.",11224 / Kings,"This great digital bulletin sits in the heavily populated Coney Island neighborhood of Brooklyn. This is the first and only digital bulletin in Coney Island and sits caddie corner to the world famous Cyclone roller coaster, the biggest draw in Coney Island! This location serves traffic going to all Coney Island attractions: the original Nathans Franks, NY Aquarium, Luna Amusement Park, the Wonder Wheel, Brooklyn Cyclones baseball and of course the beach. This location sits across from Luna Park",180 x 360,East,40.576,-73.979,0
ABC02,Digital Bulletin,"Surf Ave, E/O West 12th St.",11224 / Kings,"This great digital bulletin sits in the heavily populated Coney Island neighborhood of Brooklyn. This is the first and only digital bulletin in Coney Island and sits caddie corner to the world famous Cyclone roller coaster, the biggest draw in Coney Island! This location serves traffic going to all Coney Island attractions: the original Nathans Franks, NY Aquarium, Luna Amusement Park, the Wonder Wheel, Brooklyn Cyclones baseball and of course the beach. This location sits across from Luna Park",180 x 360,West,40.576,-73.979,31630
SPB-2963 FE,Digital Bulletin,CR-533 W/O Promenade Blvd FE,08807 / Somerset County,"This local community Digital display is located near the Bridgewater Promenade Shopping Center and next to TD Bank Ballpark, home to the Somerset Patriots Minor League Baseball team!  This area generates traffic for shopping, lodging, dining, transit and entertainment throughout the year!",126 x 432,East,40.561,-74.556,20258
SPB-2963 FW,Digital Bulletin,CR-533 W/O Promenade Blvd FW,08807 / Somerset County,"This local community Digital display is located near the Bridgewater Promenade Shopping Center and next to TD Bank Ballpark, home to the Somerset Patriots Minor League Baseball team!  This area generates traffic for shopping, lodging, dining, transit and entertainment throughout the year!",126 x 432,West,40.561,-74.556,24331
SPB-098 FS,Digital Bulletin,I-287 Between Exit 13 (SR-28) and Exit 12 (CR-623),08807 / Somerset,"This oversized 20 x 50 Digital Display is the largest in New Jersey! Located on I-287 just south of Exit 13, a major thoroughfare from traffic going to and from major New Jersey Connections. This Southeast Facing display, next to TD Bank Ballpark, home to Somerset Patriots Baseball, serves as the gateway to Somerset County reaching the most affluent, highly desirable demographic in New Jersey.",240 x 600,South,40.56,-74.55,304386
SPB-028 FN,Digital Bulletin,I-287 Between Exit 13 (SR-28) and Exit 12 (CR-623),08807 / Somerset,"This oversized 20 x 50 Digital Display is the largest in New Jersey! Located on I-287 just south of Exit 13, a major thoroughfare from  traffic going to and from major New Jersey Connections. This Southeast Facing display, next to TD Bank Ballpark, home to Somerset Patriots Baseball, serves as the gateway to Somerset County reaching the most affluent, highly desirable demographic in New Jersey.",240 x 600,North,40.56,-74.55,436952
256FS,Bulletin,"New Jersey Turnpike, 1 mile north of the Garden",07095 / Middlesex County,Right hand read on New Jersey Turnpike northbound towards NYC.,168 x 576,South,40.552,-74.271,0
503,Digital Bulletin,Route 1 @ Tano Mall,08837 / Middlesex,"Heading south on US Rt. 1 ~ Only LED sign in Edison NJ. Top Golf, Costco, Sams Club, Ray Catena Motor Car and other retailers are all within 2 miles of this unit. Menlo Park is 1 mile to the north and Woodbridge Center Mall is 2.5 miles north. Routes 287, Route 9, NJ 440, Garden State Parkway and NJ Turnpike all nearby.",168 x 576,North,40.535,-74.346,502761
504,Bulletin,Route 1 Edison NJ,08837 / Middlesex County,,168 x 576,South,40.535,-74.346,502761
SI-RHR,Bulletin,31 North Bridge Street,10309 / Richmond County,Seen from the Toll Booths leaving Staten Island,168 x 576,East,40.526,-74.236,392748
SI-LHR,Bulletin,31 North Bridge Street,10309 / Richmond County,Seen from the half way span top of the bridge coming into Staten Island,168 x 576,West,40.526,-74.236,0
NY-003,Bulletin,"Outerbridge Crossing west of Toll Plaza, FW, Staten Island",10309 / Monmouth County,"This bulletin is located on the east end of the Outerbridge Crossing, just before the Toll Plaza. It is viewed by Staten Island, Brooklyn and New Jersey residents and commuters shuttling back-and-forth over the NYC border. There is a unique relationship between Staten Islanders and central New Jersey, with SI residents regularly shopping in NJ due to lower sales taxes, gas prices and a general ease of moving around. In terms of NJ commuters, a large number live in wealthy Monmouth County, NJ.

Traffic heading into Staten Island can exit immediately at Page Avenue or continue east and north towards the Staten Island Mall, St. George and Brooklyn. Large stores in the immediate area include: Target, Home Depot, Bed, Bath & Beyond, TJ Maxx, ULTA Beauty, Petco, Modell's Sporting Goods, Shop Rite and branches of every major bank and mobile phone provider. The Staten Island Mall is approximately five miles northeast of this bulletin.
This bulletin also reaches NJ traffic heading to JFK International Airport.",168 x 576,West,40.525,-74.238,274528
1910,Digital Bulletin,"US 202 South Expy, S/F",08822 / Hunterdon County,"This digital location reads to all traffic heading into the affluent areas of Flemington and Somerville, NJ. Route 12 West, 31 North, and 202 North are all exposed to this location prior to the traffic split.",168 x 576,South,40.503,-74.852,178996
1909,Digital Bulletin,"US 202 South Expy, N/F",08822 / Hunterdon County,"This digital location reads to all traffic heading South on Route 202 in Flemington, NJ - towards Lambertville & Solebury, PA - and targets traffic prior to the cirde split on Route 12 West, 31 South, and 31 North.",168 x 576,North,40.503,-74.852,78794
